-0.008228721	0.10773061	0.040492672	-0.043358397	0.017342295	-0.10585088	0.42861506	-0.032382254	0.035640653	0.0529081	0.08229143	0.033864573	0.004460896	-0.025557807	0.038295984	-0.052769125	0.041359186	0.0038457636	0.03724037	0.00021287503	0.05337615	0.017789604	0.054743834	0.06481839	-0.045097742	0.055773973	0.030613402	-0.004342628	0.047345553	-0.08268448	-0.048666324	-0.0044432026
0.017637944	0.096507885	0.009110378	-0.034079637	0.039445795	-0.062677555	0.14168623	-0.01088015	0.017376896	9.131065e-05	0.010851101	0.044957902	-0.028542358	-0.03988395	0.017595636	0.052033942	0.019884437	-0.05072693	0.014224721	-0.01713922	-0.0027212263	-0.04498421	0.05438703	-0.025511801	-0.016407395	-0.016270695	0.008768553	-0.005752211	0.062470134	-0.04520283	-0.015886877	-0.0002918239
-0.023297412	0.0012823103	0.1040422	0.20087348	-0.07787342	-0.032975454	-0.10104727	0.11163395	-0.08443012	-0.016842645	0.17981412	0.10489248	-0.116500944	-0.092940755	0.16986234	0.024606848	-0.12048152	0.018383598	0.1168957	0.066317104	-0.025899932	-0.10303989	0.108066924	0.1667966	-0.10385803	-0.019200483	0.17337802	0.055765215	0.13792883	-0.16106689	-0.11483521	0.06983351
0.34468755	-0.2140898	-0.32929328	0.1720632	0.27920577	-0.37619543	0.098645404	-0.34120452	0.2984571	0.28257456	-0.20981357	-0.22804616	0.30437607	0.29843873	-0.34343567	-0.3125463	0.2425863	-0.26296833	-0.28285414	-0.29415	0.3661989	0.39273798	-0.39342222	-0.34435263	0.35620734	0.38161343	-0.32670447	-0.3047544	-0.33288395	0.32455167	0.37136868	-0.32033697
0.02970333	-0.05481499	-0.0044130106	0.17046107	-0.029889733	-0.072114095	-0.10862327	-0.0283381	-0.011594542	0.10669523	0.07669822	-0.03058402	0.013436791	0.023371087	-0.041249268	9.937666e-05	0.019624317	-0.04017992	0.041587442	-0.0329136	0.073794715	0.042063408	0.028285446	0.04318798	0.03789102	0.084125556	0.045405835	-0.00083749264	0.016925447	-0.01237013	0.011008965	0.0029671735
0.026729278	-0.1376643	0.032508522	0.21308464	-0.01761229	-0.087818034	-0.20786858	-0.05183938	0.08375108	0.11689091	0.046817597	0.021143887	0.00045008183	-0.030080637	-0.0031410728	-0.034636375	-0.005443885	-0.09202735	0.032142293	-0.029462788	-0.007690775	0.0752126	-0.03787942	-0.0120336255	-0.02036125	0.041029803	-0.02675021	-0.07108325	0.02875781	-0.020025143	-0.0035365268	-0.04492157
0.24088912	-0.29462045	-0.25552154	0.36229867	0.23472661	-0.27348864	-0.2731883	-0.29268062	0.3454276	0.26291367	-0.15740752	-0.31360802	0.29164767	0.24294244	-0.29320642	-0.28972337	0.28691456	-0.30710965	-0.27615345	-0.2676476	0.3068915	0.31981912	-0.36164257	-0.3058724	0.33855093	0.38720423	-0.32390964	-0.26203546	-0.27486312	0.30912942	0.2847285	-0.26352978
0.016193759	-0.06742996	-0.014237894	0.059674878	0.01126725	0.013237495	-0.027383652	0.018282188	-0.011068109	0.014519304	0.026268452	-0.013240333	0.040626753	0.004764944	-0.04716584	-0.04930969	0.057824854	-0.043278385	-0.024420394	-0.026177583	0.03927276	0.0010136134	0.028379504	0.009594563	0.008604895	0.0144572295	0.007778737	0.0018509085	-0.03339177	-0.02846968	0.05027571	-0.05705144
0.35520107	-0.23678203	-0.3361845	0.19803458	0.35194752	-0.29541272	-0.02263235	-0.33462554	0.3103821	0.28350848	-0.31135526	-0.2672622	0.29516146	0.32236394	-0.31413022	-0.3495929	0.27414274	-0.31276247	-0.31990528	-0.31331566	0.3585391	0.31843102	-0.31058726	-0.3605459	0.35276297	0.3148577	-0.39082083	-0.28811595	-0.36437383	0.3032619	0.34490088	-0.31529593
-0.056889035	0.006188889	-0.02145825	0.07301009	-0.015343397	-0.008841615	-0.1026793	-0.029549694	-0.03417893	-0.0019633593	0.02731109	-0.021197774	-0.053400677	-0.04289277	0.036245495	-0.007645601	-0.02252828	-0.045830533	0.045952093	0.015530145	0.02697939	0.032074116	0.050978843	-0.027900029	-0.024370195	0.045665186	0.018627923	0.0041151214	-0.030989591	-0.024011588	-0.024242762	-0.025152065
